0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.06,0,0,0,1.14,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0
0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0
0.29,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.60,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0.60,0,0,0,0,0,0,0,0,0,0,0.30,0,0,0,0,1.51,0,0,0,0.91,0
0,0,0.78,0,0.47,0.31,0,0,0,0,0,0.93,0,0,0,0.16,0.31,0.16,0.47,0,0.47,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0.31,0,0,0.16,0,0,0,0,0.47,0,0.31,0,0,0
0,0,0.30,0,0,0.60,0,0,0,0,0,1.81,0,0,0,0.30,0,0.30,0.30,0,0.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60,0,0,0,0,0,0,0,0.90,0,0.30,0,0,0
0,0,0,0,0,0,0,0,0,0.71,0,0.36,0,0,0,0,0,0.36,0.36,0,0,0,0.36,0,0,0.71,0,0,0,0,0,0,0,0,0,0,1.07,0,0.36,0,0,0,0,0,0,0,0,0,0,1.79,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0.92,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,1.83,0,0,0,0,0
0,0,0.72,0,0,0,0,0,0,0,0,0,0.72,0,0,0.72,0,0,1.44,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,1.29,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
